company_name,company_name_normalized,source,url_found,url_normalized,domain_normalized,date_discovered,result_type,website_status,page_title,russia_relevant,tile_relevant,company_type,verification_status,verification_source,verification_date,data_confidence,verification_notes,business_email,email_status,email_source_url,business_phone,phone_status,phone_source_url,whatsapp,whatsapp_status,whatsapp_source_url,contact_person,contact_person_status,designation,decision_maker_source_url,linkedin,linkedin_status,vk,vk_status,telegram,telegram_status,social_source_url,contact_quality_score
Плитка оптом - Санкт-Петербург,плитка оптом - санкт-петербург,SerpApi | керамическая плитка оптом Санкт-Петербург,https://2gis.ru/spb/search/%D0%9F%D0%BB%D0%B8%D1%82%D0%BA%D0%B0%20%D0%BE%D0%BF%D1%82%D0%BE%D0%BC/filters/subway%3D5348810536517690,https://2gis.ru/spb/search/%d0%9f%d0%bb%d0%b8%d1%82%d0%ba%d0%b0%20%d0%be%d0%bf%d1%82%d0%be%d0%bc/filters/subway%3d5348810536517690,2gis.ru,2026-08-16T20:49:41,DIRECTORY,ACTIVE,,YES,YES,DIRECTORY,REJECTED,Web Verification,2026-08-17,LOW,Rejected: Auto-classified as DIRECTORY domain/listing.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
List of Buyers & Importers for Tile in Russia,list of buyers importers for tile in russia,SerpApi | ceramic tile importer Russia; SerpApi | ceramic tile wholesaler Russia; SerpApi | porcelain tile importer Russia; SerpApi | tile distributor Russia; SerpApi | tile importer Russia,https://www.trademo.com/russia/buyers/tile,https://trademo.com/russia/buyers/tile,trademo.com,2026-08-16T20:49:55,DIRECTORY,ACTIVE,,YES,YES,DIRECTORY,REJECTED,Web Verification,2026-08-17,LOW,Rejected: Auto-classified as DIRECTORY domain/listing.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
List of Top Russia Ceramic tiles Importers & Buyers Database,list of top russia ceramic tiles importers buyers database,SerpApi | ceramic tile importer Russia; SerpApi | porcelain tile importer Russia; SerpApi | tile importer Russia,https://www.tradeimex.in/company/customs-data/russia-ceramic-tiles-importer,https://tradeimex.in/company/customs-data/russia-ceramic-tiles-importer,tradeimex.in,2026-08-16T20:49:55,DIRECTORY,ACTIVE,,YES,YES,DIRECTORY,REJECTED,Web Verification,2026-08-17,LOW,Rejected: Auto-classified as DIRECTORY domain/listing.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
List of Russia Importers for Porcelain And Ceramic Tiles,list of russia importers for porcelain and ceramic tiles,SerpApi | tile importer Russia,https://www.exportgenius.in/russia-importers-of-porcelain-and-ceramic-tiles,https://exportgenius.in/russia-importers-of-porcelain-and-ceramic-tiles,exportgenius.in,2026-08-16T20:49:55,DIRECTORY,ACTIVE,,YES,YES,DIRECTORY,REJECTED,Web Verification,2026-08-17,LOW,Rejected: Auto-classified as DIRECTORY domain/listing.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
Ceramic Tile Imports In Russia,ceramic tile imports in russia,SerpApi | ceramic tile importer Russia; SerpApi | porcelain tile importer Russia; SerpApi | tile importer Russia,https://www.zauba.com/export-ceramic+tile/fp-russia-hs-code.html,https://zauba.com/export-ceramic+tile/fp-russia-hs-code.html,zauba.com,2026-08-16T20:49:55,DIRECTORY,ACTIVE,,YES,YES,DIRECTORY,REJECTED,Web Verification,2026-08-17,LOW,Rejected: Auto-classified as DIRECTORY domain/listing.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
Tile russia Importers in India | Trusted List of Shipment,tile russia importers in india trusted list of shipment,SerpApi | tile importer Russia,https://www.seair.co.in/tile-russia-importers,https://seair.co.in/tile-russia-importers,seair.co.in,2026-08-16T20:49:55,DIRECTORY,ACTIVE,,YES,YES,DIRECTORY,REJECTED,Web Verification,2026-08-17,LOW,Rejected: Auto-classified as DIRECTORY domain/listing.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
Top Porcelain-tile Importers in Russia,top porcelain-tile importers in russia,SerpApi | porcelain tile importer Russia; SerpApi | tile importer Russia,https://www.marketinsidedata.com/en/search-data/importer?type=import&country=russia&product=porcelain-tile,https://marketinsidedata.com/en/search-data/importer,marketinsidedata.com,2026-08-16T20:49:55,DIRECTORY,ACTIVE,,YES,YES,DIRECTORY,REJECTED,Web Verification,2026-08-17,LOW,Rejected: Auto-classified as DIRECTORY domain/listing.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
All Importers Data | PDF | Flooring | Tile,all importers data pdf flooring tile,SerpApi | tile importer Russia,https://www.scribd.com/document/548344333/All-Importers-Data-1,https://scribd.com/document/548344333/all-importers-data-1,scribd.com,2026-08-16T20:49:55,DIRECTORY,ACTIVE,,NO,YES,DIRECTORY,REJECTED,Web Verification,2026-08-17,LOW,Rejected: Auto-classified as DIRECTORY domain/listing.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
List of Top 374 Glazed Ceramic Tiles Importers in Russia,list of top 374 glazed ceramic tiles importers in russia,SerpApi | ceramic tile importer Russia,https://www.exportgenius.in/russia-importers-of-glazed-ceramic-tiles,https://exportgenius.in/russia-importers-of-glazed-ceramic-tiles,exportgenius.in,2026-08-16T20:49:58,DIRECTORY,ACTIVE,,YES,YES,DIRECTORY,REJECTED,Web Verification,2026-08-17,LOW,Rejected: Auto-classified as DIRECTORY domain/listing.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
Ceramic tile russia Importers in India | Trusted List of ...,ceramic tile russia importers in india trusted list of,SerpApi | ceramic tile importer Russia,https://www.seair.co.in/ceramic-tile-russia-importers,https://seair.co.in/ceramic-tile-russia-importers,seair.co.in,2026-08-16T20:49:58,DIRECTORY,ACTIVE,,YES,YES,DIRECTORY,REJECTED,Web Verification,2026-08-17,LOW,Rejected: Auto-classified as DIRECTORY domain/listing.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
List of Top 323 Tile Ceramic Importers in Russia,list of top 323 tile ceramic importers in russia,SerpApi | porcelain tile importer Russia,https://www.exportgenius.in/russia-importers-of-tile-ceramic,https://exportgenius.in/russia-importers-of-tile-ceramic,exportgenius.in,2026-08-16T20:50:01,DIRECTORY,ACTIVE,,YES,YES,DIRECTORY,REJECTED,Web Verification,2026-08-17,LOW,Rejected: Auto-classified as DIRECTORY domain/listing.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
Russia Ceramic Tiles Companies - Top Players' List,russia ceramic tiles companies - top players list,SerpApi | ceramic tile wholesaler Russia; SerpApi | tile distributor Russia,https://www.mordorintelligence.com/industry-reports/russia-ceramic-tiles-market/companies,https://mordorintelligence.com/industry-reports/russia-ceramic-tiles-market/companies,mordorintelligence.com,2026-08-16T20:50:07,DIRECTORY,ACTIVE,,YES,YES,DIRECTORY,REJECTED,Web Verification,2026-08-17,LOW,Rejected: Auto-classified as DIRECTORY domain/listing.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
"Casati Ceramica, ceramic tile, Moscow, Ryabinovaya ...",casati ceramica ceramic tile moscow ryabinovaya,SerpApi | porcelain tile wholesaler Moscow,https://yandex.com/maps/org/casati_ceramica/19048363309/,https://yandex.com/maps/org/casati_ceramica/19048363309,yandex.com,2026-08-16T20:50:16,MAP,ACTIVE,,YES,YES,DIRECTORY,REJECTED,Web Verification,2026-08-17,LOW,Rejected: Auto-classified as MAP domain/listing.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
Primavera,primavera,Manual Trade Research | MosBuild Exhibitor List,https://primavera-ceramica.ru,https://primavera-ceramica.ru,primavera-ceramica.ru,2026-08-16T20:52:46,COMPANY,NOT_ACCESSIBLE,,YES,UNKNOWN,UNKNOWN,NEEDS_REVIEW,Web Verification,2026-08-17,LOW,Connection failed: ConnectionError.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
Ceramica Classic,ceramica classic,Manual Trade Research | MosBuild Exhibitor List,https://ceramicaclassic.ru,https://ceramicaclassic.ru,ceramicaclassic.ru,2026-08-16T20:52:46,COMPANY,NOT_ACCESSIBLE,,YES,UNKNOWN,UNKNOWN,NEEDS_REVIEW,Web Verification,2026-08-17,LOW,Connection failed: ConnectionError.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
Atlas Concorde Russia,atlas concorde russia,Manual Trade Research | MosBuild Exhibitor List,https://atlasconcorde.ru,https://atlasconcorde.ru,atlasconcorde.ru,2026-08-16T20:52:46,COMPANY,NOT_ACCESSIBLE,,YES,UNKNOWN,UNKNOWN,NEEDS_REVIEW,Web Verification,2026-08-17,LOW,Connection failed: SSLError.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
Lira Ceramica,lira ceramica,Manual Trade Research | MosBuild Exhibitor List,https://liraceramica.ru,https://liraceramica.ru,liraceramica.ru,2026-08-16T20:52:46,COMPANY,NOT_ACCESSIBLE,,YES,UNKNOWN,UNKNOWN,NEEDS_REVIEW,Web Verification,2026-08-17,LOW,Connection failed: SSLError.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
"Best Tiles Manufacturer, supplier and Exporter in Russia",best tiles manufacturer supplier and exporter in russia,SerpApi | tile distributor Russia,https://lexirasurfaces.com/best-tiles-manufacturer-and-exporter-in-russia/,https://lexirasurfaces.com/best-tiles-manufacturer-and-exporter-in-russia,lexirasurfaces.com,2026-08-16T20:50:07,COMPANY,NOT_ACCESSIBLE,,UNKNOWN,UNKNOWN,UNKNOWN,NEEDS_REVIEW,Web Verification,2026-08-17,LOW,Connection failed: ReadTimeout.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
Уральский гранит (Ural Granit),уральский гранит ural granit,Manual Trade Research | MosBuild Exhibitor List,https://uralgranit.ru,https://uralgranit.ru,uralgranit.ru,2026-08-16T20:52:46,COMPANY,NOT_ACCESSIBLE,,YES,UNKNOWN,UNKNOWN,NEEDS_REVIEW,Web Verification,2026-08-17,LOW,Connection failed: ConnectTimeout.,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,UNKNOWN,,,,UNKNOWN,,UNKNOWN,,UNKNOWN,,LOW
